cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STARBUCKS- COLUMBIA",8.86,09-DEC-15,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9377","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES CHARLESTON",181.56,03-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV.10437","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES COLUMBIA",236.61,03-MAR-16,"COLUMBIA","SC","29210","TRAVEL","X","","SB23","1066253","SB23CCUV.10438","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES COLUMBIA",221.16,03-MAR-16,"COLUMBIA","SC","29210","TRAVEL","X","","SB23","1066253","SB23CCUV.10439","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FAIRFIELD INN BROADWAY",724.26,03-MAR-16,"MYRTLE BEACH","SC","29577","TRAVEL","X","","SB23","1066253","SB23CCUV.10229","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FAIRFIELD INN BROADWAY",797.44,03-MAR-16,"MYRTLE BEACH","SC","29577","TRAVEL","X","","SB23","1066253","SB23CCUV.10378","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SUBWAY  GABLE",13.91,09-DEC-15,"GABKE","SC","29051","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9409","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NANTUCKET SEAFOOD GRILL",20.03,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10085","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NANTUCKET SEAFOOD GRILL",20.12,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.9990","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FLORENCE-DARLINGTON TECHNICAL COLLEGE",1000,03-MAR-16,"FLORENCE","SC","29501","FACILITY RENTAL","X","","SB23","1066253","SB23CCUV.9951","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRESH TO ORDER GREENVILLE",83.46,03-MAR-16,"GREENVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10047","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ORIENTAL HOUSE GREENVILLE",20.26,03-MAR-16,"GREENVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10050","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PAPA'S & BEER GARDEN",68.82,03-MAR-16,"GREEVILLE","SC","29607","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10018","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PATRIOTS POINT",3035,03-MAR-16,"MT PLEASANT","SC","29464","FACILITY RENTAL","X","","SB23","1066253","SB23CCUV.9953","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PUBLIX GREENVILLE",9.14,03-MAR-16,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10083","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",6428.57,21-APR-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1024046","SB23.34072","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,11-MAY-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1024046","SB23.34183","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,08-JUN-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1024046","SB23.34329","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CALLIE'S CHARLESTON BISCUITS",62.93,21-MAY-15,"CHARLESTON","SC","29403","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1352","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","JOE PASTA",188.73,21-MAY-15,"CHARLESTON","SC","29412","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1346","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LIBERTY TAP ROOM",54.98,17-JUN-15,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1380","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LIBERTY TAP ROOM",50.98,17-JUN-15,"COLUMBIA","SC","29201","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1382","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VAUGHTERS, DEEDEE MRS",97.18,04-MAY-15,"AIKEN","SC","298014654","IN-KIND CONTRIBUTION","","IN KIND: FACILITY RENTAL","SB23","1024046","SB23.267458","P2016",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",378,31-MAY-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1024046","SBUV8.4030","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD MARRIOTT",305.42,31-MAY-15,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1024046","SBUV8.4019","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTH CAROLINA REPUBLICAN PARTY",4000,27-APR-15,"COLUMBIA","SC","29211","REGISTRATION FEE","","","SB23","1024046","SB23.34109","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CAROLINA CONCESSIO",36.75,17-JUN-15,"WEST COLUMBIA","SC","29170","FOOD/BEVERAGES","X","","SB23","1024046","SB23CCUV6.1379","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT SPARTANBURG AIRPORT",163.9,03-SEP-15,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1053893","SBCCUV1.9972","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT SPARTANBURG AIRPORT",8.48,03-SEP-15,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1053893","SBCCUV1.9973","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",152.76,31-JUL-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4521","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN",112.45,31-JUL-15,"CAMDEN","SC","29020","TRAVEL","X","","SB23","1053893","SB23UV.4519","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",175.56,31-AUG-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4528","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTIN HOTEL POINSETT",35.72,03-AUG-15,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9208","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTIN HOTEL POINSETT",195.08,03-AUG-15,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1053893","SBCCUV1.9680","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTIN HOTEL POINSETT",669,03-AUG-15,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1053893","SBCCUV1.9740","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTIN HOTEL POINSETT",9.65,03-AUG-15,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1053893","SBCCUV1.9741","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOT SPOT GREER",5.94,03-SEP-15,"GREER","SC","29650","TRAVEL","X","","SB23","1053893","SBCCUV1.9990","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT REGENCY GREENVILLE",283.73,03-SEP-15,"GREENVILLE","SC","29601","TRAVEL","X","","SB23","1053893","SBCCUV1.10017","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","QUICK TRIP",6.74,03-SEP-15,"ROCK HILL","SC","29732","TRAVEL","X","","SB23","1053893","SBCCUV1.10075","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","QUICK TRIP",1.99,03-SEP-15,"ROCK HILL","SC","29732","TRAVEL","X","","SB23","1053893","SBCCUV1.10076","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SAMMI'S DELI",18.99,03-SEP-15,"COLUMBIA","SC","29205","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9303","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HYATT REGENCY",204.17,11-JUL-15,"CHARLESTON","SC","29418","TRAVEL","X","","SB23","1053893","SB23UV.4636","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HAMPTON INN",158.01,11-SEP-15,"COLUMBIA","SC","29201","TRAVEL","X","","SB23","1053893","SB23UV.4641","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTH CAROLINA REPUBLICAN PARTY",40000,24-AUG-15,"COLUMBIA","SC","29211","FILING FEES","","","SB23","1053893","SB23.1109","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LIBERTY TAP ROOM",1205,03-SEP-15,"COLUMBIA","SC","29201","FACILITY RENTAL/CATERING","X","","SB23","1053893","SBCCUV1.9116","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NOSE DIVE RESTAURANT",16.88,03-AUG-15,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9209","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WRIGHT, STEVEN",600,04-AUG-15,"SUMMERVILLE","SC","29483","POLITICAL STRATEGY CONSULTING","","","SB23","1053893","SB23.1403","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WRIGHT, STEVEN",1500,10-SEP-15,"SUMMERVILLE","SC","29483","POLITICAL STRATEGY CONSULTING","","","SB23","1053893","SB23.1404","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WRIGHT, STEVEN",618.63,31-JUL-15,"SUMMERVILLE","SC","29483","TRAVEL-MILEAGE/PER DIEM","","","SB23","1053893","SB23.1559","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ACS SOUND AND LIGHTING",367.14,20-OCT-15,"WEST COLUMBIA","SC","29169","EQUIPMENT RENTAL","X","","SB23","1057556","SBUC23.396","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BELLIS COPY CENTER",349.8,24-NOV-15,"GREENVILLE","SC","29614","PRINTING","X","","SB23","1057556","SBUC23.404","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOLIDAY INN EXPRESS",162.39,24-NOV-15,"FLORENCE","SC","29506","TRAVEL","X","","SB23","1057556","SBUC23.399","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SCE&G",510,24-NOV-15,"COLUMBIA","SC","29202","UTILITIES","X","","SB23","1057556","SBUC23.403","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WINGATE",131.34,24-NOV-15,"LEXINGTON","SC","29072","TRAVEL","X","","SB23","1057556","SBUC23.401","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PALMETTO SOUND WORKS LLC",12524.8,15-DEC-15,"SPARTANBURG","SC","29303","EQUIPMENT RENTAL/STAGING","","","SB23","1057556","SB23.90308","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LA QUINTA",234.3,09-MAR-16,"GREENVILLE","SC","29615","TRAVEL","X","","SB23","1066253","SB23CCUV4.492","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SASSAFRAS SOUTHERN BISTRO",175.38,03-MAR-16,"GREENVILLE","SC","29601","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10021","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.71,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10204","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.71,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10205","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.71,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10206","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.71,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10207","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.71,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10208","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",171.72,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10211","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",11.52,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10315","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",31.41,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10509","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON CHARLESTON",16.62,03-MAR-16,"NORTH CHARLSTON","SC","29406","TRAVEL","X","","SB23","1066253","SB23CCUV.10510","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHERATON HOTEL MYRTLE BEACH",858.58,03-MAR-16,"MYRTLE BEACH","SC","29577","TRAVEL","X","","SB23","1066253","SB23CCUV.10402","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SLEEP INN GREENVILLE",3071.96,03-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV.10404","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTH CAROLINA STATE FAIR",6090,03-MAR-16,"COLUMBIA","SC","29201","FACILITY RENTAL/EQUIPMENT RENTAL","X","","SB23","1066253","SB23CCUV.9959","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AR PROPERTY MANAGEMENT",1750,05-NOV-15,"GREENVILLE","SC","29615","RENT","","","SB23","1057556","SB23.90856","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AR PROPERTY MANAGEMENT",1750,24-NOV-15,"GREENVILLE","SC","29615","RENT","","","SB23","1057556","SB23.90857","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AR PROPERTY MANAGEMENT",1750,30-DEC-15,"GREENVILLE","SC","29615","RENT","","","SB23","1057556","SB23.90858","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AR PROPERTY MANAGEMENT",3500,08-OCT-15,"GREENVILLE","SC","29615","RENT","","","SB23","1057556","SB23.90859","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EMBASSY SUITES",410.86,09-MAR-16,"CHARLESTON","SC","29403","TRAVEL","X","","SB23","1066253","SB23CCUV4.476","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOMEWOOD SUITES",462,09-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV4.444","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOMEWOOD SUITES",1375,09-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV4.445","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOMEWOOD SUITES",253,09-MAR-16,"GREENVILLE","SC","29607","TRAVEL","X","","SB23","1066253","SB23CCUV4.446","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,11-JUL-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1053893","SB23.1391","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","RYGGS, LADONNA",5000,04-AUG-15,"GREER","SC","29651","POLITICAL STRATEGY CONSULTING","","","SB23","1053893","SB23.1392","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ALL OCCASIONS PARTY RENT",305,05-JAN-16,"KNOXVILLE","TN","37950","EQUIPMENT RENTAL","X","","SB23","1051537","SBCCUV23.4615","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ALL OCCASIONS PARTY RENT",338.49,05-JAN-16,"KNOXVILLE","TN","37950","EQUIPMENT RENTAL","X","","SB23","1051537","SBCCUV23.4616","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",633200,22-JAN-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1051537","SB239.90195","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","METRO NASHVILLE POLICE DEPARTMENT",1420,27-JAN-16,"NASHVILLE","TN","37201","PERSONNEL SERVICE/EQUIPMENT","X","","SB23","1051537","SB23EXP.8776","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OFFICE MAX",621.4,27-JAN-16,"FRANKLIN","TN","37067","PRINTING-COPIES","X","","SB23","1051537","SB23EXP.8795","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",483730.74,25-JAN-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1051537","SB239.90196","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",331793.81,26-JAN-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1051537","SB239.90197","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",7.8,03-JUL-15,"MEMPHIS","TN","38119","DELIVERY","X","","SB23","1053893","SBCCUV1.9048","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",16.56,03-JUL-15,"MEMPHIS","TN","38119","DELIVERY","X","","SB23","1053893","SBCCUV1.9049","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SANCHEZ, MARK",122.5,31-AUG-15,"FRANKLIN","TN","37064","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1053893","SB23.1367","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN",198.15,31-AUG-15,"CHATTANOOGA","TN","37402","TRAVEL","X","","SB23","1053893","SB23UV.4542","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CATO, MERRY LYNN MS.",86.8,18-SEP-15,"NASHVILLE","TN","372156281","IN-KIND CONTRIBUTION","","IN-KIND: MEETING EXPENSE: MEALS","SB23","1053893","SB23.538998","P2016",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DOLLAR GENERAL",6.21,03-SEP-15,"GOODLETTSVILLE","TN","37072","FOOD/BEVERAGES","X","","SB23","1053893","SBCCUV1.9338","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",13.08,03-SEP-15,"MEMPHIS","TN","38119","DELIVERY","X","","SB23","1053893","SBCCUV1.9059","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",30.87,03-SEP-15,"MEMPHIS","TN","38119","DELIVERY","X","","SB23","1053893","SBCCUV1.9060","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",379.22,03-SEP-15,"MEMPHIS","TN","38119","DELIVERY","X","","SB23","1053893","SBCCUV1.9061","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LAFFER ASSOCIATES",1008.1,11-JUL-15,"NASHVILLE","TN","37203","TRAVEL","","","SB23","1053893","SB23.1527","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRAZIER, RYAN",122.5,31-AUG-15,"FRANKLIN","TN","37064","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1053893","SB23.1368","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",1755993.22,05-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1353","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",5116968.21,23-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1354","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AIRNET GROUP INC",589.93,29-FEB-16,"CHATTANOOGA","TN","37401","TELEPHONE SERVICE","","","SB23","1056882","SB23.1629","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","KOOKOGEY, KEVIN",315.87,29-FEB-16,"FRANKLIN","TN","37067","TRAVEL","","NO ITEMIZATION NECESSARY","SB23","1056882","SB23.1636","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NOVEMBER GROUP LLC",2000,29-FEB-16,"MURFREESBORO","TN","37127","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1056882","SB23.1573","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LENSRENTAL.COM",415.56,03-FEB-16,"CORDOVA","TN","38018","EQUIPMENT RENTAL","X","","SB23","1056882","SB23UV3.4471","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ROCKETOWN",2500,29-FEB-16,"NASHVILLE","TN","37210","FACILITY RENTAL","","","SB23","1056882","SB23.1329","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BROADCAST MUSIC INC",147,19-FEB-16,"NASHVILLE","TN","37203","INSURANCE","","","SB23","1056882","SB23.1340","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",148.21,03-FEB-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1056882","SB23UV3.4762","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PILOT",35.46,03-FEB-16,"KNOXVILLE","TN","37909","TRAVEL","X","","SB23","1056882","SB23UV3.4773","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PILOT",46.12,03-FEB-16,"KNOXVILLE","TN","37909","TRAVEL","X","","SB23","1056882","SB23UV3.4775","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HOME2 SUITE HILTON",210.7,10-FEB-16,"KNOXVILLE","TN","37922","TRAVEL","X","","SB23","1056882","SB23IND.574","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","EVENT RENTALS INC",611.8,03-FEB-16,"KNOXVILLE","TN","37923","EQUIPMENT RENTAL","X","","SB23","1056882","SB23UV3.4473","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",24276.44,03-FEB-16,"MEMPHIS","TN","38119","DELIVERY/PRINTING","X","","SB23","1056882","SB23UV3.4464","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",3071.14,03-FEB-16,"MEMPHIS","TN","38119","DELIVERY/PRINTING","X","","SB23","1056882","SB23UV3.4465","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FEDEX",103.01,03-FEB-16,"MEMPHIS","TN","38119","PRINTING","X","","SB23","1056882","SB23UV3.4612","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",28800,10-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1345","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",134490.24,17-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1348","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",250000,26-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1349","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",288546.57,03-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1350","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WESTROGERS LLC",467410.56,02-FEB-16,"MEMPHIS","TN","38119","MEDIA","","","SB23","1056882","SB23.1351","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",10.93,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10262","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",203.59,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10263","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",286.09,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10264","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",286.09,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10265","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",63.34,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10266","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GAYLORD OPRYLAND CONVENTION CENTER",192.66,03-MAR-16,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1066253","SB23CCUV.10273","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","HILTON GARDEN INN",197.04,05-OCT-15,"CHATTANOOGA","TN","37402","TRAVEL","X","","SB23","1057556","SBUC23.269","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEST WESTERN",120.77,20-OCT-15,"MORRISTOWN","TN","37813","TRAVEL","X","","SB23","1057556","SBUC23.443","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",169.45,09-DEC-15,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1057556","SBCCUV45.10278","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",169.45,09-DEC-15,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1057556","SBCCUV45.10279","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",12.1,09-DEC-15,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1057556","SBCCUV45.10280","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",169.45,09-DEC-15,"NASHVILLE","TN","37214","TRAVEL","X","","SB23","1057556","SBCCUV45.10281","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","COURTYARD BY MARRIOTT",2572.9,09-DEC-15,"NASHVILLE","TN","37214","FACILTY RENTAL/CATERING","X","","SB23","1057556","SBCCUV45.9130","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US IMPRINTS.COM",449.39,15-DEC-15,"BRENTWOOD","TN","37027","OFFICE SUPPLIES","","","SB23","1057556","SB23.90381","",
